,INH01,INH02,INH03,INV01,INV02,INV03,INV04,INV05,RPA01,RPA02,RPA03,RPA04,RPA05,RPA06,RPA07,RPA08,RPA09,RPA10,RPA11,RPA12,RPA13,RPA14,RPB01,RPB02,RPB03,RPB04,RPB05,RPB06,RPB07,RPB08,RPC01,RPC02,RPC03,RPC04,RPC05,RPC06,RPC07,RPC08,RPC09,RPC10,RPC11,RPD01,EXT01,EXT02,EXT03,EXT04,EXT05,EXT06,EXT07,EXT08,EXT09,EXT10,INH04,RPA15,ALI01,ALI02,ALI03,ALI04,ALI05,ALI07,ALI06,ALI08,ALI09,ALI10,ALI11,ALI12,ALI13,ALI14,ALI15,ALI16,ALI17,ALI18,ALI19,ALI20,ALI21,ALI23,ALI22,ALI24,ALI25,ALI26
RPA03,0.21568627450980393,0.2077922077922078,0.18823529411764706,0.12403100775193798,0.2518518518518518,0.12345679012345678,0.22916666666666666,0.0,0.2037037037037037,0.3103448275862069,1.0,0.3018867924528302,0.0273972602739726,0.16161616161616163,0.17307692307692307,0.14678899082568808,0.17475728155339806,0.16901408450704225,0.2,0.1652892561983471,0.18556701030927836,0.21739130434782608,0.22950819672131148,0.24427480916030533,0.22764227642276422,0.26277372262773724,0.2268041237113402,0.2222222222222222,0.13861386138613863,0.24817518248175183,0.17391304347826086,0.2764227642276423,0.21568627450980393,0.192,0.18045112781954886,0.234375,0.22807017543859648,0.14814814814814814,0.16993464052287582,0.22033898305084745,0.13793103448275862,0.23214285714285715,0.15,0.07476635514018691,0.07407407407407407,0.12987012987012986,0.16296296296296298,0.13008130081300814,0.14814814814814814,0.21052631578947367,0.1320754716981132,0.15384615384615385,0.2222222222222222,0.25,0.14285714285714285,0.06060606060606061,0.08571428571428572,0.029411764705882353,0.06060606060606061,0.08108108108108109,0.08108108108108109,0.08333333333333333,0.02631578947368421,0.05263157894736842,0.14814814814814814,0.058823529411764705,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.058823529411764705,0.058823529411764705,0.125,0.08108108108108109,0.075,0.075,0.15,0.16,0.12658227848101267,0.15384615384615385,0.17777777777777778
RPA04,0.20408163265306123,0.4931506849315068,0.12345679012345678,0.16,0.21374045801526717,0.18181818181818182,0.21739130434782608,0.0625,0.19230769230769232,0.17857142857142858,0.3018867924528302,1.0,0.08695652173913043,0.14736842105263157,0.16,0.19047619047619047,0.20202020202020202,0.11940298507462686,0.10526315789473684,0.17094017094017094,0.10752688172043011,0.5909090909090909,0.2033898305084746,0.2204724409448819,0.25210084033613445,0.21052631578947367,0.3225806451612903,0.21374045801526717,0.24742268041237114,0.18045112781954886,0.18181818181818182,0.2184873949579832,0.24489795918367346,0.1652892561983471,0.20155038759689922,0.1774193548387097,0.16363636363636364,0.09615384615384616,0.1610738255033557,0.12280701754385964,0.125,0.2222222222222222,0.10526315789473684,0.07766990291262135,0.07692307692307693,0.10666666666666667,0.15267175572519084,0.16806722689075632,0.1346153846153846,0.1388888888888889,0.11764705882352941,0.12,0.336283185840708,0.2222222222222222,0.18181818181818182,0.03225806451612903,0.06060606060606061,0.0625,0.03225806451612903,0.05714285714285714,0.05714285714285714,0.058823529411764705,0.027777777777777776,0.08333333333333333,0.15584415584415584,0.03125,0.056338028169014086,0.056338028169014086,0.056338028169014086,0.03125,0.03125,0.15789473684210525,0.05714285714285714,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.16901408450704225,0.10666666666666667,0.13793103448275862,0.16279069767441862
RPA05,0.09230769230769231,0.05,0.041666666666666664,0.10869565217391304,0.12244897959183673,0.045454545454545456,0.13559322033898305,0.5806451612903226,0.028169014084507043,0.02531645569620253,0.0273972602739726,0.08695652173913043,1.0,0.12903225806451613,0.11940298507462686,0.1111111111111111,0.12121212121212122,0.058823529411764705,0.0,0.07142857142857142,0.03333333333333333,0.03636363636363636,0.11764705882352941,0.06382978723404255,0.13953488372093023,0.08,0.03333333333333333,0.12244897959183673,0.15625,0.12,0.07272727272727272,0.13953488372093023,0.12307692307692308,0.022727272727272728,0.125,0.08791208791208792,0.07792207792207792,0.0,0.15517241379310345,0.09876543209876543,0.0759493670886076,0.13333333333333333,0.13953488372093023,0.17142857142857143,0.16901408450704225,0.13675213675213677,0.12244897959183673,0.046511627906976744,0.16901408450704225,0.15384615384615385,0.11594202898550725,0.14925373134328357,0.075,0.0,0.06060606060606061,0.0,0.06060606060606061,0.06451612903225806,0.0,0.05405405405405406,0.05405405405405406,0.05714285714285714,0.10256410256410256,0.10256410256410256,0.18181818181818182,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.06451612903225806,0.0,0.13953488372093023,0.0,0.0,0.0,0.18604651162790697,0.21052631578947367,0.14285714285714285,0.1111111111111111,0.1509433962264151
RPA06,0.2857142857142857,0.09090909090909091,0.21621621621621623,0.15254237288135594,0.1774193548387097,0.08571428571428572,0.21176470588235294,0.0,0.2268041237113402,0.19047619047619047,0.16161616161616163,0.14736842105263157,0.12903225806451613,1.0,0.9247311827956989,0.22448979591836735,0.15217391304347827,0.16666666666666666,0.11594202898550725,0.12727272727272726,0.16279069767441862,0.09876543209876543,0.18018018018018017,0.16666666666666666,0.19642857142857142,0.1746031746031746,0.11627906976744186,0.1935483870967742,0.13333333333333333,0.1746031746031746,0.14814814814814814,0.16071428571428573,0.1978021978021978,0.21052631578947367,0.18032786885245902,0.20512820512820512,0.17475728155339806,0.12371134020618557,0.15492957746478872,0.18691588785046728,0.09523809523809523,0.27722772277227725,0.08695652173913043,0.10416666666666667,0.14432989690721648,0.11188811188811189,0.12903225806451613,0.05357142857142857,0.10309278350515463,0.2153846153846154,0.08421052631578947,0.08602150537634409,0.18867924528301888,0.15841584158415842,0.06779661016949153,0.03636363636363636,0.06779661016949153,0.03508771929824561,0.03636363636363636,0.06349206349206349,0.06349206349206349,0.06557377049180328,0.06153846153846154,0.03076923076923077,0.08571428571428572,0.03508771929824561,0.09375,0.09375,0.09375,0.03508771929824561,0.03508771929824561,0.057971014492753624,0.031746031746031744,0.028985507246376812,0.028985507246376812,0.08695652173913043,0.09375,0.029411764705882353,0.125,0.1518987341772152
RPA07,0.2916666666666667,0.11267605633802817,0.22784810126582278,0.16260162601626016,0.18604651162790697,0.10666666666666667,0.2222222222222222,0.0,0.2549019607843137,0.21818181818181817,0.17307692307692307,0.16,0.11940298507462686,0.9247311827956989,1.0,0.21359223300970873,0.16494845360824742,0.18461538461538463,0.10810810810810811,0.1391304347826087,0.15384615384615385,0.11627906976744186,0.1896551724137931,0.176,0.20512820512820512,0.183206106870229,0.13186813186813187,0.20155038759689922,0.14736842105263157,0.183206106870229,0.18604651162790697,0.17094017094017094,0.20833333333333334,0.2184873949579832,0.1889763779527559,0.21311475409836064,0.18518518518518517,0.11764705882352941,0.16326530612244897,0.19642857142857142,0.09090909090909091,0.2830188679245283,0.13513513513513514,0.1188118811881188,0.1568627450980392,0.12162162162162163,0.13953488372093023,0.08547008547008547,0.13725490196078433,0.22857142857142856,0.1,0.10204081632653061,0.1981981981981982,0.16981132075471697,0.09375,0.03333333333333333,0.0625,0.03225806451612903,0.03333333333333333,0.058823529411764705,0.058823529411764705,0.06060606060606061,0.05714285714285714,0.02857142857142857,0.10666666666666667,0.03225806451612903,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.03225806451612903,0.03225806451612903,0.08108108108108109,0.029411764705882353,0.02702702702702703,0.02702702702702703,0.10810810810810811,0.11594202898550725,0.0547945205479452,0.1411764705882353,0.16666666666666666
RPA08,0.1782178217821782,0.13157894736842105,0.19047619047619047,0.15625,0.26865671641791045,0.175,0.16842105263157894,0.08955223880597014,0.205607476635514,0.17391304347826086,0.14678899082568808,0.19047619047619047,0.1111111111111111,0.22448979591836735,0.21359223300970873,1.0,0.13725490196078433,0.08571428571428572,0.17721518987341772,0.13333333333333333,0.22916666666666666,0.10989010989010989,0.19834710743801653,0.16923076923076924,0.19672131147540983,0.17647058823529413,0.1875,0.16417910447761194,0.12,0.14705882352941177,0.1978021978021978,0.18032786885245902,0.19801980198019803,0.20967741935483872,0.19696969696969696,0.2677165354330709,0.19469026548672566,0.1308411214953271,0.21052631578947367,0.18803418803418803,0.1565217391304348,0.21621621621621623,0.0759493670886076,0.07547169811320754,0.09345794392523364,0.10457516339869281,0.13432835820895522,0.11475409836065574,0.1308411214953271,0.13333333333333333,0.11428571428571428,0.11650485436893204,0.15517241379310345,0.18018018018018017,0.08695652173913043,0.03076923076923077,0.057971014492753624,0.11940298507462686,0.03076923076923077,0.0547945205479452,0.0547945205479452,0.056338028169014086,0.13333333333333333,0.08,0.125,0.029850746268656716,0.08108108108108109,0.08108108108108109,0.08108108108108109,0.029850746268656716,0.029850746268656716,0.0759493670886076,0.0821917808219178,0.05063291139240506,0.05063291139240506,0.10126582278481013,0.10810810810810811,0.1282051282051282,0.08888888888888889,0.11235955056179775
RPA09,0.21052631578947367,0.17142857142857143,0.15384615384615385,0.14754098360655737,0.15625,0.16216216216216217,0.20224719101123595,0.09836065573770492,0.13861386138613863,0.1651376146788991,0.17475728155339806,0.20202020202020202,0.12121212121212122,0.15217391304347827,0.16494845360824742,0.13725490196078433,1.0,0.0625,0.1643835616438356,0.2982456140350877,0.15555555555555556,0.18823529411764706,0.24347826086956523,0.1774193548387097,0.20689655172413793,0.16923076923076924,0.2,0.234375,0.14893617021276595,0.23076923076923078,0.16470588235294117,0.20689655172413793,0.23157894736842105,0.1694915254237288,0.19047619047619047,0.1652892561983471,0.22429906542056074,0.1188118811881188,0.2602739726027397,0.21621621621621623,0.3119266055045872,0.2857142857142857,0.136986301369863,0.14,0.13861386138613863,0.14965986394557823,0.140625,0.1896551724137931,0.19801980198019803,0.17391304347826086,0.2222222222222222,0.2268041237113402,0.16363636363636364,0.19047619047619047,0.15873015873015872,0.0,0.031746031746031744,0.06557377049180328,0.0,0.029850746268656716,0.029850746268656716,0.03076923076923077,0.08695652173913043,0.08695652173913043,0.2702702702702703,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.06557377049180328,0.0,0.0821917808219178,0.029850746268656716,0.0273972602739726,0.0273972602739726,0.136986301369863,0.11764705882352941,0.16666666666666666,0.11904761904761904,0.14457831325301204
RPA10,0.12698412698412698,0.05263157894736842,0.043478260869565216,0.1111111111111111,0.10416666666666667,0.047619047619047616,0.10526315789473684,0.0,0.11594202898550725,0.1038961038961039,0.16901408450704225,0.11940298507462686,0.058823529411764705,0.16666666666666666,0.18461538461538463,0.08571428571428572,0.0625,1.0,0.0,0.07317073170731707,0.034482758620689655,0.03773584905660377,0.07228915662650602,0.08695652173913043,0.11904761904761904,0.08163265306122448,0.06896551724137931,0.08333333333333333,0.12903225806451613,0.061224489795918366,0.11320754716981132,0.07142857142857142,0.12698412698412698,0.06976744186046512,0.06382978723404255,0.0898876404494382,0.10666666666666667,0.028985507246376812,0.05263157894736842,0.10126582278481013,0.025974025974025976,0.0821917808219178,0.0975609756097561,0.08823529411764706,0.08695652173913043,0.06956521739130435,0.10416666666666667,0.07142857142857142,0.08695652173913043,0.10810810810810811,0.05970149253731343,0.06153846153846154,0.1282051282051282,0.0821917808219178,0.1935483870967742,0.14814814814814814,0.1935483870967742,0.0,0.14814814814814814,0.17142857142857143,0.17142857142857143,0.18181818181818182,0.0,0.0,0.09523809523809523,0.13793103448275862,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.13793103448275862,0.13793103448275862,0.0975609756097561,0.11428571428571428,0.0975609756097561,0.0975609756097561,0.14634146341463414,0.16666666666666666,0.2,0.11538461538461539,0.1568627450980392
RPA11,0.1388888888888889,0.2127659574468085,0.2909090909090909,0.04040404040404041,0.1523809523809524,0.19607843137254902,0.2727272727272727,0.0,0.1794871794871795,0.20930232558139536,0.2,0.10526315789473684,0.0,0.11594202898550725,0.10810810810810811,0.17721518987341772,0.1643835616438356,0.0,1.0,0.10989010989010989,0.3880597014925373,0.16129032258064516,0.1956521739130435,0.1782178217821782,0.17204301075268819,0.18691588785046728,0.26865671641791045,0.13333333333333333,0.056338028169014086,0.16822429906542055,0.12903225806451613,0.1935483870967742,0.2222222222222222,0.16842105263157894,0.17475728155339806,0.1836734693877551,0.09523809523809523,0.20512820512820512,0.13008130081300814,0.1590909090909091,0.11627906976744186,0.24390243902439024,0.16,0.1038961038961039,0.05128205128205128,0.0967741935483871,0.0761904761904762,0.043010752688172046,0.10256410256410256,0.13043478260869565,0.10526315789473684,0.10810810810810811,0.16091954022988506,0.1951219512195122,0.05,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.043478260869565216,0.08695652173913043,0.1568627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.045454545454545456,0.04,0.04,0.08,0.08888888888888889,0.08163265306122448,0.06557377049180328,0.06666666666666667
RPA12,0.17699115044247787,0.11363636363636363,0.14583333333333334,0.1,0.2328767123287671,0.13043478260869565,0.14953271028037382,0.05063291139240506,0.10084033613445378,0.14173228346456693,0.1652892561983471,0.17094017094017094,0.07142857142857142,0.12727272727272726,0.1391304347826087,0.13333333333333333,0.2982456140350877,0.07317073170731707,0.10989010989010989,1.0,0.1111111111111111,0.1553398058252427,0.16541353383458646,0.14084507042253522,0.1791044776119403,0.14864864864864866,0.18518518518518517,0.1780821917808219,0.125,0.1891891891891892,0.2524271844660194,0.2537313432835821,0.3185840707964602,0.10294117647058823,0.1388888888888889,0.17266187050359713,0.16,0.11764705882352941,0.2073170731707317,0.20155038759689922,0.2677165354330709,0.22764227642276422,0.1978021978021978,0.1694915254237288,0.16806722689075632,0.2545454545454545,0.2876712328767123,0.22388059701492538,0.18487394957983194,0.1839080459770115,0.18803418803418803,0.17391304347826086,0.140625,0.17886178861788618,0.09876543209876543,0.025974025974025976,0.04938271604938271,0.05063291139240506,0.025974025974025976,0.047058823529411764,0.047058823529411764,0.04819277108433735,0.09195402298850575,0.06896551724137931,0.21739130434782608,0.02531645569620253,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.02531645569620253,0.02531645569620253,0.10989010989010989,0.047058823529411764,0.06593406593406594,0.06593406593406594,0.10989010989010989,0.11627906976744186,0.13333333333333333,0.09803921568627451,0.1188118811881188
RPA13,0.1348314606741573,0.15625,0.25,0.08620689655172414,0.19672131147540983,0.20588235294117646,0.21686746987951808,0.03636363636363636,0.23157894736842105,0.3106796116504854,0.18556701030927836,0.10752688172043011,0.03333333333333333,0.16279069767441862,0.15384615384615385,0.22916666666666666,0.15555555555555556,0.034482758620689655,0.3880597014925373,0.1111111111111111,1.0,0.12658227848101267,0.2018348623853211,0.1864406779661017,0.16363636363636364,0.1935483870967742,0.2857142857142857,0.14754098360655737,0.045454545454545456,0.1774193548387097,0.12658227848101267,0.2,0.20224719101123595,0.16071428571428573,0.21666666666666667,0.19130434782608696,0.09900990099009901,0.21052631578947367,0.17142857142857143,0.17142857142857143,0.07766990291262135,0.2222222222222222,0.11940298507462686,0.06382978723404255,0.042105263157894736,0.0851063829787234,0.09836065573770492,0.05454545454545454,0.10526315789473684,0.09523809523809523,0.10752688172043011,0.10989010989010989,0.1346153846153846,0.16161616161616163,0.03508771929824561,0.0,0.03508771929824561,0.03636363636363636,0.0,0.0,0.0,0.0,0.031746031746031744,0.06349206349206349,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,0.03278688524590164,0.029850746268656716,0.029850746268656716,0.05970149253731343,0.06451612903225806,0.09090909090909091,0.05128205128205128,0.05194805194805195
RPA14,0.16666666666666666,0.6101694915254238,0.14925373134328357,0.07207207207207207,0.15384615384615385,0.25396825396825395,0.28205128205128205,0.04,0.15555555555555556,0.16326530612244897,0.21739130434782608,0.5909090909090909,0.03636363636363636,0.09876543209876543,0.11627906976744186,0.10989010989010989,0.18823529411764706,0.03773584905660377,0.16129032258064516,0.1553398058252427,0.12658227848101267,1.0,0.1346153846153846,0.1415929203539823,0.1523809523809524,0.13445378151260504,0.35443037974683544,0.15384615384615385,0.1686746987951807,0.13445378151260504,0.1891891891891892,0.1523809523809524,0.21428571428571427,0.205607476635514,0.17391304347826086,0.10909090909090909,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.12,0.14285714285714285,0.23404255319148937,0.0967741935483871,0.0898876404494382,0.06666666666666667,0.08823529411764706,0.10256410256410256,0.09523809523809523,0.1111111111111111,0.1724137931034483,0.13636363636363635,0.16279069767441862,0.24242424242424243,0.19148936170212766,0.11538461538461539,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.034482758620689655,0.06896551724137931,0.12698412698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.03571428571428571,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.14035087719298245,0.09836065573770492,0.136986301369863,0.1388888888888889
RPB01,0.2631578947368421,0.15730337078651685,0.20618556701030927,0.2127659574468085,0.272108843537415,0.15053763440860216,0.3148148148148148,0.05,0.21666666666666667,0.234375,0.22950819672131148,0.2033898305084746,0.11764705882352941,0.18018018018018017,0.1896551724137931,0.19834710743801653,0.24347826086956523,0.07228915662650602,0.1956521739130435,0.16541353383458646,0.2018348623853211,0.1346153846153846,1.0,0.4755244755244755,0.4,0.3624161073825503,0.22018348623853212,0.32653061224489793,0.26548672566371684,0.3624161073825503,0.17307692307692307,0.32592592592592595,0.2807017543859649,0.21897810218978103,0.38620689655172413,0.2571428571428571,0.15873015873015872,0.13333333333333333,0.24242424242424243,0.2153846153846154,0.140625,0.3387096774193548,0.17391304347826086,0.15126050420168066,0.13333333333333333,0.1686746987951807,0.14965986394557823,0.14814814814814814,0.16666666666666666,0.20454545454545456,0.15254237288135594,0.1724137931034483,0.32558139534883723,0.24193548387096775,0.12195121951219512,0.02564102564102564,0.07317073170731707,0.05,0.02564102564102564,0.046511627906976744,0.046511627906976744,0.07142857142857142,0.045454545454545456,0.06818181818181818,0.1935483870967742,0.025,0.04597701149425287,0.04597701149425287,0.04597701149425287,0.05,0.025,0.13043478260869565,0.046511627906976744,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.16091954022988506,0.15384615384615385,0.17475728155339806,0.19607843137254902
RPB02,0.3089430894308943,0.14285714285714285,0.1509433962264151,0.16,0.24358974358974358,0.13725490196078433,0.2564102564102564,0.0,0.20155038759689922,0.21897810218978103,0.24427480916030533,0.2204724409448819,0.06382978723404255,0.16666666666666666,0.176,0.16923076923076924,0.1774193548387097,0.08695652173913043,0.1782178217821782,0.14084507042253522,0.1864406779661017,0.1415929203539823,0.4755244755244755,1.0,0.4027777777777778,0.7721518987341772,0.2033898305084746,0.3076923076923077,0.22950819672131148,0.3670886075949367,0.1592920353982301,0.2361111111111111,0.2601626016260163,0.1780821917808219,0.35064935064935066,0.2550335570469799,0.11851851851851852,0.15503875968992248,0.20689655172413793,0.18705035971223022,0.08759124087591241,0.2556390977443609,0.1782178217821782,0.109375,0.09302325581395349,0.17142857142857143,0.11538461538461539,0.1388888888888889,0.12403100775193798,0.16494845360824742,0.15748031496062992,0.144,0.2753623188405797,0.24060150375939848,0.13186813186813187,0.022988505747126436,0.04395604395604396,0.0449438202247191,0.022988505747126436,0.06315789473684211,0.06315789473684211,0.043010752688172046,0.041237113402061855,0.061855670103092786,0.13725490196078433,0.02247191011235955,0.0625,0.08333333333333333,0.08333333333333333,0.0449438202247191,0.02247191011235955,0.1188118811881188,0.042105263157894736,0.039603960396039604,0.039603960396039604,0.19801980198019803,0.14583333333333334,0.1,0.14285714285714285,0.18018018018018017
RPB03,0.24347826086956523,0.17777777777777778,0.16326530612244897,0.23943661971830985,0.25675675675675674,0.1276595744680851,0.3119266055045872,0.07407407407407407,0.21487603305785125,0.21705426356589147,0.22764227642276422,0.25210084033613445,0.13953488372093023,0.19642857142857142,0.20512820512820512,0.19672131147540983,0.20689655172413793,0.11904761904761904,0.17204301075268819,0.1791044776119403,0.16363636363636364,0.1523809523809524,0.4,0.4027777777777778,1.0,0.3466666666666667,0.21818181818181817,0.28378378378378377,0.2631578947368421,0.30666666666666664,0.17142857142857143,0.25,0.24347826086956523,0.13043478260869565,0.3698630136986301,0.2553191489361702,0.1732283464566929,0.11570247933884298,0.21686746987951808,0.183206106870229,0.13953488372093023,0.288,0.1935483870967742,0.15,0.18181818181818182,0.17964071856287425,0.14864864864864866,0.17647058823529413,0.18181818181818182,0.1797752808988764,0.20168067226890757,0.20512820512820512,0.3076923076923077,0.224,0.12048192771084337,0.02531645569620253,0.04819277108433735,0.07407407407407407,0.02531645569620253,0.06896551724137931,0.06896551724137931,0.047058823529411764,0.0898876404494382,0.0898876404494382,0.1702127659574468,0.024691358024691357,0.045454545454545456,0.06818181818181818,0.06818181818181818,0.04938271604938271,0.024691358024691357,0.15053763440860216,0.06896551724137931,0.043010752688172046,0.043010752688172046,0.21505376344086022,0.18181818181818182,0.15217391304347827,0.17307692307692307,0.21359223300970873
RPB04,0.32558139534883723,0.1346153846153846,0.16071428571428573,0.16666666666666666,0.2345679012345679,0.12962962962962962,0.22764227642276422,0.021052631578947368,0.1925925925925926,0.23776223776223776,0.26277372262773724,0.21052631578947367,0.08,0.1746031746031746,0.183206106870229,0.17647058823529413,0.16923076923076924,0.08163265306122448,0.18691588785046728,0.14864864864864866,0.1935483870967742,0.13445378151260504,0.3624161073825503,0.7721518987341772,0.3466666666666667,1.0,0.22580645161290322,0.2839506172839506,0.21875,0.34146341463414637,0.16806722689075632,0.24,0.26356589147286824,0.21052631578947367,0.3375,0.2838709677419355,0.15602836879432624,0.16296296296296298,0.26666666666666666,0.20689655172413793,0.13986013986013987,0.28776978417266186,0.14953271028037382,0.1044776119402985,0.11851851851851852,0.19889502762430938,0.16049382716049382,0.13333333333333333,0.13333333333333333,0.1553398058252427,0.18045112781954886,0.16793893129770993,0.3194444444444444,0.2158273381294964,0.12371134020618557,0.021505376344086023,0.041237113402061855,0.06315789473684211,0.021505376344086023,0.0594059405940594,0.0594059405940594,0.04040404040404041,0.05825242718446602,0.07766990291262135,0.12962962962962962,0.021052631578947368,0.058823529411764705,0.0784313725490196,0.0784313725490196,0.042105263157894736,0.021052631578947368,0.1308411214953271,0.039603960396039604,0.037383177570093455,0.037383177570093455,0.16822429906542055,0.1568627450980392,0.11320754716981132,0.2033898305084746,0.2222222222222222
RPB05,0.2247191011235955,0.3125,0.19444444444444445,0.1206896551724138,0.19672131147540983,0.29411764705882354,0.3373493975903614,0.03636363636363636,0.29473684210526313,0.34951456310679613,0.2268041237113402,0.3225806451612903,0.03333333333333333,0.11627906976744186,0.13186813186813187,0.1875,0.2,0.06896551724137931,0.26865671641791045,0.18518518518518517,0.2857142857142857,0.35443037974683544,0.22018348623853212,0.2033898305084746,0.21818181818181817,0.22580645161290322,1.0,0.19672131147540983,0.13636363636363635,0.1935483870967742,0.25316455696202533,0.21818181818181817,0.2247191011235955,0.21428571428571427,0.26666666666666666,0.22608695652173913,0.19801980198019803,0.25263157894736843,0.18571428571428572,0.20952380952380953,0.0970873786407767,0.32323232323232326,0.1791044776119403,0.0851063829787234,0.06315789473684211,0.11347517730496454,0.13114754098360656,0.09090909090909091,0.14736842105263157,0.19047619047619047,0.12903225806451613,0.13186813186813187,0.28846153846153844,0.26262626262626265,0.14035087719298245,0.03773584905660377,0.03508771929824561,0.03636363636363636,0.03773584905660377,0.03278688524590164,0.03278688524590164,0.03389830508474576,0.031746031746031744,0.06349206349206349,0.17647058823529413,0.03636363636363636,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03636363636363636,0.14925373134328357,0.06557377049180328,0.05970149253731343,0.05970149253731343,0.14925373134328357,0.16129032258064516,0.09090909090909091,0.15384615384615385,0.15584415584415584
RPB06,0.23622047244094488,0.11764705882352941,0.14545454545454545,0.16883116883116883,0.2375,0.22641509433962265,0.24793388429752067,0.06451612903225806,0.19548872180451127,0.2127659574468085,0.2222222222222222,0.21374045801526717,0.12244897959183673,0.1935483870967742,0.20155038759689922,0.16417910447761194,0.234375,0.08333333333333333,0.13333333333333333,0.1780821917808219,0.14754098360655737,0.15384615384615385,0.32653061224489793,0.3076923076923077,0.28378378378378377,0.2839506172839506,0.19672131147540983,1.0,0.23809523809523808,0.7407407407407407,0.17094017094017094,0.28378378378378377,0.28346456692913385,0.21333333333333335,0.3037974683544304,0.23529411764705882,0.17266187050359713,0.15037593984962405,0.24719101123595505,0.23776223776223776,0.14184397163120568,0.291970802919708,0.20952380952380953,0.16666666666666666,0.15037593984962405,0.18994413407821228,0.175,0.16216216216216217,0.16541353383458646,0.1782178217821782,0.16793893129770993,0.17054263565891473,0.2535211267605634,0.23357664233576642,0.12631578947368421,0.04395604395604396,0.06315789473684211,0.043010752688172046,0.04395604395604396,0.06060606060606061,0.06060606060606061,0.061855670103092786,0.07920792079207921,0.07920792079207921,0.16981132075471697,0.043010752688172046,0.08,0.1,0.1,0.043010752688172046,0.043010752688172046,0.11428571428571428,0.06060606060606061,0.05714285714285714,0.05714285714285714,0.13333333333333333,0.12,0.15384615384615385,0.1724137931034483,0.19130434782608696
RPB07,0.3225806451612903,0.23529411764705882,0.07894736842105263,0.21666666666666667,0.19047619047619047,0.1388888888888889,0.20689655172413793,0.06779661016949153,0.12121212121212122,0.11214953271028037,0.13861386138613863,0.24742268041237114,0.15625,0.13333333333333333,0.14736842105263157,0.12,0.14893617021276595,0.12903225806451613,0.056338028169014086,0.125,0.045454545454545456,0.1686746987951807,0.26548672566371684,0.22950819672131148,0.2631578947368421,0.21875,0.13636363636363635,0.23809523809523808,1.0,0.34375,0.24096385542168675,0.21052631578947367,0.23655913978494625,0.10344827586206896,0.25806451612903225,0.13445378151260504,0.13333333333333333,0.06060606060606061,0.125,0.12844036697247707,0.07476635514018691,0.21359223300970873,0.16901408450704225,0.14285714285714285,0.18181818181818182,0.12413793103448276,0.14285714285714285,0.24561403508771928,0.12121212121212122,0.11940298507462686,0.12371134020618557,0.12631578947368421,0.46296296296296297,0.13592233009708737,0.16393442622950818,0.07017543859649122,0.13114754098360656,0.0,0.07017543859649122,0.09230769230769231,0.09230769230769231,0.09523809523809523,0.05970149253731343,0.05970149253731343,0.1111111111111111,0.06779661016949153,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.06779661016949153,0.06779661016949153,0.22535211267605634,0.09230769230769231,0.08450704225352113,0.08450704225352113,0.2535211267605634,0.24242424242424243,0.22857142857142856,0.2682926829268293,0.2962962962962963
RPB08,0.31007751937984496,0.1346153846153846,0.16071428571428573,0.16666666666666666,0.25925925925925924,0.16666666666666666,0.2601626016260163,0.06315789473684211,0.17777777777777778,0.2097902097902098,0.24817518248175183,0.18045112781954886,0.12,0.1746031746031746,0.183206106870229,0.14705882352941177,0.23076923076923078,0.061224489795918366,0.16822429906542055,0.1891891891891892,0.1774193548387097,0.13445378151260504,0.3624161073825503,0.3670886075949367,0.30666666666666664,0.34146341463414637,0.1935483870967742,0.7407407407407407,0.34375,1.0,0.16806722689075632,0.30666666666666664,0.26356589147286824,0.21052631578947367,0.325,0.24516129032258063,0.1702127659574468,0.14814814814814814,0.2222222222222222,0.23448275862068965,0.13986013986013987,0.302158273381295,0.22429906542056074,0.1791044776119403,0.16296296296296298,0.17679558011049723,0.16049382716049382,0.17333333333333334,0.16296296296296298,0.17475728155339806,0.18045112781954886,0.183206106870229,0.3055555555555556,0.2302158273381295,0.12371134020618557,0.043010752688172046,0.061855670103092786,0.042105263157894736,0.043010752688172046,0.0594059405940594,0.0594059405940594,0.06060606060606061,0.07766990291262135,0.0970873786407767,0.16666666666666666,0.042105263157894736,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.042105263157894736,0.042105263157894736,0.1308411214953271,0.0594059405940594,0.056074766355140186,0.056074766355140186,0.14953271028037382,0.13725490196078433,0.1509433962264151,0.2033898305084746,0.2222222222222222
